"id","delete_no","ship_num","block_name","start_point","central_point","end_point","wagon_num","receiving_scheduled","delivery_scheduled","work_date","create_at","update_at","ship_num_change_flag","block_name_change_flag","start_point_change_flag","central_point_change_flag","end_point_change_flag","comment1_change_flag","ship_flag","receiving_flag","departure_flag","delete_flag","comment1","comment2"
14331,"14","None","nan","","","","4",12:00:00,13:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14332,"13","None","nan","","","","3",12:00:00,13:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14333,"12","None","nan","","","","2",12:00:00,13:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14334,"3","5199","FP-3AHS","S4","","２０４(2条","4",13:30:00,14:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 14:54:53.879,False,False,False,False,False,False,True,True,True,False,"(15-14.7)H×2",""
14335,"7","5199","G1C-18P","L","","２０５奥","3",16:45:00,17:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 16:58:12.199,False,False,False,False,False,False,True,True,True,False,"(20.7-10.5)","Ｇ6/3"
14336,"34","5199","FP-3AHS","２０４(2条","","Ｓ２","2",17:00:00,18:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 18:29:45.551,False,False,False,False,False,False,True,True,True,False,"",""
14337,"54","5519","2.2架台,ｽｷｯﾄ内","片付け","","","3",18:00:00,18:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14338,"32","5199","４Ｌ－１６Ｓ","Ｋ２","","８２５(5Mﾖｺ)","2",16:00:00,17:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 17:17:47.847,False,False,False,False,False,False,True,True,True,False,"(24.5-7.4)","(本館寄せ)"
14339,"9","5199","1W-14TS","M","","１０６","3",16:00:00,16:45:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 17:11:23.397,False,False,False,False,False,False,True,True,True,False,"(22.1-11.2)","入6/8"
14340,"26","5199","Ｇ６Ｕ－１Ｓ","Ｋ棟積置き","","","4",8:00:00,9:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14341,"28","5199","４Ｍ－４ＢＳ","２０２前","","Ｋ２","3",13:30:00,14:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 14:04:48.324,False,False,False,False,False,False,True,True,True,False,"",""
14342,"29","5199","６－１ＤＩＰＳ(SL)","Ｋ２","","３２２山","2",9:00:00,10:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"(6.3-20)×PSH×2","入5/27"
14343,"30","5199","９－１８Ｐ","Ｋ２","","３２２海(山寄せ)","1",13:30:00,14:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 13:39:57.709,False,False,False,False,False,False,True,True,True,False,"(21m)H×2","入6/5"
14344,"31","5199","６－３ＤＬＢＰ","Ｋ２","","２３０","3",15:00:00,16:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 15:54:07.078,False,False,False,False,False,False,True,True,True,False,"(16.9-7.7)","入5/21"
14345,"25","5199","６Ｕ－1６ＬＰ","４山","","８４３","1",10:00:00,10:45:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14346,"52","5199","Ｇ６Ｌ－２Ｐ","２０５","","４山","3",10:30:00,11:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14347,"33","5199","6L-12LS","２０２(本館","","Ｋ２","1",17:30:00,18:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 16:40:10.129,False,False,False,False,False,False,True,True,True,False,"",""
14348,"6","5199","6L-12LS(STR)","８２５","","Ｋ２","2",11:00:00,12:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:49:50.474,False,False,False,False,False,False,True,True,True,False,"",""
14349,"41","5199","4M-2P","D棟","","ﾔｰﾄﾞ","6",14:00:00,14:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14350,"50","5199","５Ｍ－９２Ｐ","２０６前","","６２８","3",11:15:00,12:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:48:51.256,False,False,False,False,False,False,True,True,True,False,"(F-山)",""
14351,"51","5199","６Ｕ－１６ＬＰ","４山","","８４３","3",10:00:00,10:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14352,"53","5199","ｽｷｯﾄ","８４３片付","","","2",13:30:00,14:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 14:00:42.967,False,False,False,False,False,False,True,True,True,False,"",""
14353,"1","5199","4M-2P(TR)","南岸","Ｄ棟","南岸","5",14:15:00,15:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 14:11:19.561,False,False,False,False,False,False,True,True,True,False,"",""
14354,"55","5199","4m架台","Ｓ４片付","","","1",8:00:00,8:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14355,"23","5519","ＶＢ２Ｓ","３２４","","９２７通山","1",11:15:00,12:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14356,"58","5519","ＨＣ２ＦＰＳ","２０９海","","９２７海","5",17:15:00,18:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 15:00:35.437,False,False,False,False,False,False,True,True,True,False,"",""
14357,"48","5519","ＨＣ２ＦＰＳ","２０９海","","９２７海側(走行","4",15:00:00,15:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,True,"",""
14358,"47","5519","2.2架台,ｽｷｯﾄ内","片付け","","","5",8:00:00,12:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 13:21:02.897,False,False,False,False,False,False,True,True,True,False,"",""
14359,"45","5519","ＨＣ４ＷＰＳ","３２２山","","９２７海側山","1",9:15:00,9:45:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"(走行",""
14360,"44","5519","ＧＮ１Ｃ","３総組","","９２７海","4",17:00:00,17:45:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 16:24:26.910,False,False,False,False,False,False,True,True,True,False,"",""
14361,"43","5519","ＧＣＤ８Ｓ","Ｐ１","","Ｐ６","1",8:30:00,9:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14362,"42","5519","ＶＳＭ３２Ｐ","Ｐ６","","２３０","3",8:00:00,8:45:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14363,"16","5519","ＨＣ４ＦＰＳ","３２２海","","９２７海","1",9:45:00,10:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14364,"22","5519","ＶＢ１Ｓ","１０６","","９２７","5",16:15:00,17:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 17:02:32.661,False,False,False,False,False,False,True,True,True,False,"",""
14365,"20","5519","ｽｷｯﾄ","927片付","","","1",14:30:00,15:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:41:22.890,False,False,False,False,False,False,True,True,True,False,"",""
14366,"19","5519","ＨＣ４ＡＰＳ","２０４(2条","","９２７海","1",10:45:00,11:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14367,"18","5519","ＨＣ３ＦＰＳ","２０２(2条","","９２７海","1",10:15:00,10:45:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"",""
14368,"49","5519","2.2架台,ｽｷｯﾄ内","片付け","","","4",9:00:00,12:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,False,False,False,False,"",""
14369,"56","5519","ＧＳＵ３２ＰＳ▲中止","３１４前","","２１１","1",19:00:00,19:30:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,True,True,True,True,True,True,False,False,False,False,"",""
14370,"57","5519","ＧＳＵ３３ＰＳ","３１６前","","２０６前(5M-92S前)","3",14:30:00,15:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 13:39:49.864,False,False,False,False,False,False,True,True,True,False,"",""
14371,"46","5519","ＨＣ５ＦＰＳ","５山","","９２７海側海","3",9:30:00,10:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 11:33:22.641,False,False,False,False,False,False,True,True,True,False,"(走行",""
14372,"21","5519","ＧＡＤ３１Ｃ","ＣＲ１","回","ＣＲ１","4",14:30:00,16:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 15:47:00.055,False,False,False,False,False,False,True,True,True,False,"",""
14373,"4","5301","HN31P","２１１","","S4","2",15:00:00,16:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 16:31:03.850,False,False,False,False,False,False,True,True,True,False,"",""
14374,"8","5301","2-6HP","M","","Ｍﾖｺ山","5",13:30:00,14:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 14:56:00.386,False,False,False,False,False,False,True,True,True,False,"(23.2-12.3)","入6/10"
14375,"2","5301","LN31P","S4","","３３２山前","2",14:00:00,15:00:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 15:43:39.999,False,False,False,False,False,False,True,True,True,False,"(13.9-7.9)","(XB6C前)"
14376,"40","5301","FP-3C(284BH)","E棟","","２０２奥(2条","5",15:15:00,16:15:00,2024/05/20,2024/05/18 11:08:19.383,2024/05/20 15:53:21.596,False,False,False,False,False,False,True,True,True,False,"(12.2-10.5)H×2","入6/12"
14377,"59","5199","６Ｕ－２０ＬＳ(STR)","九重","","Ｊ棟","1",15:30:00,16:30:00,2024/05/20,2024/05/20 11:32:01.554,2024/05/20 15:21:31.875,True,True,True,True,True,True,True,True,True,False,"▲追加",""
14378,"41","5301","8-1P","J棟","","ﾔｰﾄﾞ","11",15:00:00,15:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"H鋼2本",""
14379,"22","5199","1TAG-1","502","","825","5",14:30:00,15:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 15:43:44.534,False,False,False,False,False,False,True,True,True,False,"",""
14380,"21","5519","800H","927片付け","","","2",16:30:00,17:15:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 18:12:21.320,False,False,False,False,False,False,True,True,True,False,"",""
14381,"12","None","nan","","","","5",12:00:00,13:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14382,"11","None","nan","","","","4",12:00:00,13:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14383,"10","None","nan","","","","3",12:00:00,13:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14384,"9","None","nan","","","","2",12:00:00,13:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14385,"8","None","nan","","","","1",12:00:00,13:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14386,"27","5199","6U-20LS(STR)","九重","","ﾔｰﾄﾞ","3",13:00:00,13:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14387,"32","5519","G5D4PS","207","","927海","1",17:00:00,18:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 17:29:47.468,False,False,False,False,False,False,True,True,True,False,"",""
14388,"1","5199","G6U-18PS(PL)","F棟","","K海③","3",8:00:00,9:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 9:23:52.549,False,False,False,False,False,False,True,True,True,False,"(10MX4枚)H×2",""
14389,"7","5199","6M-18LS","M","","工ﾖｺ海①","2",17:15:00,18:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 17:32:03.320,False,False,False,False,False,False,True,True,True,False,"(20.8-10.8)","入6/7"
14390,"5","5199","G6M-10S","L","","316","5",16:30:00,17:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 16:44:58.141,False,False,False,False,False,False,True,True,True,False,"(24.7-26.8)","(ﾗｯﾊﾟ前 海山均等空け"
14391,"14","5199","GAP-3C","314海","","825","5",8:45:00,9:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 8:57:52.032,False,False,False,False,False,False,True,True,True,False,"(F-山)",""
14392,"15","5199","6MG-2S","CR4","","4山","5",9:30:00,10:45:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 11:21:47.139,False,False,False,False,False,False,True,True,True,False,"(22.4-19.7)750ｽ×2","(G1-10S入棟後"
14393,"16","5199","GAP-3S","316㊥","","825","3",9:30:00,10:15:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 10:09:58.581,False,False,False,False,False,False,True,True,True,False,"(F-山)",""
14394,"23","5199","1-20TPS(SL)","九東","","204(2条)","2",14:30:00,15:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 14:04:30.894,False,False,False,False,False,False,True,True,True,False,"",""
14395,"19","5519","ｽｷｯﾄ･ﾋﾞｰﾑ","927片付け","","","1",11:15:00,12:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 11:58:28.225,False,False,False,False,False,False,True,True,True,False,"",""
14396,"24","5199","FP-4FHPS","九重","","211","2",15:00:00,15:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 13:19:17.754,False,False,False,False,False,False,True,True,True,False,"",""
14397,"25","5199","G6L-2PS(PL)","九重","","202前(2条)","3",13:30:00,14:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 11:50:25.174,False,False,False,False,False,False,True,True,True,False,"","(FP-3C前"
14398,"45","5199","6L-14LS","Jﾖｺ②(P","K2","206(本館)","3",14:00:00,15:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 15:15:36.362,False,False,False,False,False,False,True,True,True,False,"STR",""
14399,"44","5199","9-16DKS","206(本館)","","K2","5",11:15:00,12:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 12:02:11.092,False,False,False,False,False,False,True,True,True,False,"",""
14400,"43","5199","6U-16S","523","","K2","1",9:30:00,10:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 9:44:42.607,False,False,False,False,False,False,True,True,True,False,"",""
14401,"42","5199","G6L-2LS","K2","","523","3",15:00:00,16:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 15:54:50.135,False,False,False,False,False,False,True,True,True,False,"(22.2-10.5)","入5/27"
14402,"40","5199","6-3DHP","P8?","","S2","1",18:00:00,19:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14403,"39","5199","FP-4AHP/S","210","","S2","5",15:30:00,16:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 14:03:08.714,False,False,False,False,False,False,True,True,True,False,"先行PL",""
14404,"36","5199","FP-5AHS PL","K前","","S4","1",16:00:00,17:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 16:02:06.055,False,False,False,False,False,False,True,True,True,False,"",""
14405,"35","5301","SN31S PL","K海③","","S4","2",8:00:00,9:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 8:57:21.007,False,False,False,False,False,False,True,True,True,False,"",""
14406,"34","5199","G6U-18PS","F棟","","","5",8:00:00,8:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"10MX4",""
14407,"33","5199","6L-2LP","4山","","927山","2",17:15:00,18:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14408,"30","5199","6L-14LP","K2","","九重","3",16:00:00,17:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 16:40:37.374,False,False,False,False,False,False,True,True,True,False,"(10.3-25)H×2","入5/31"
14409,"29","5199","9-18S","322海","K2","322海","1",13:00:00,14:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 13:48:03.297,False,False,False,False,False,False,True,True,True,False,"(PS相積)","入5/24"
14410,"20","5519","GN3C","CR4","","927","2",13:30:00,14:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 16:01:16.327,False,False,False,False,False,False,True,True,True,False,"H×4","(本館側"
14411,"28","5199","4U-14S","310前","","K","1",10:30:00,11:15:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 10:44:40.262,False,False,False,False,False,False,True,True,True,False,"",""
14412,"18","5519","GT2C","CR4","","927","3",11:00:00,12:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 14:22:17.623,False,False,False,False,False,False,True,True,True,False,"800H×4","(本館側"
14413,"38","5301","6-1P","S4","","230","1",15:00:00,16:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 15:31:22.975,False,False,False,False,False,False,True,True,True,False,"(6-17)H×2","(PS相積予定"
14414,"3","5301","1TD-1","九東","","504番地","4",14:30:00,15:15:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 15:35:46.298,False,False,False,False,False,False,True,True,True,False,"テープ指示あり。",""
14415,"4","5301","1TE-1","九重","","502番地","4",15:15:00,16:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 16:13:44.918,False,False,False,False,False,False,True,True,True,False,"テープ指示あり。",""
14416,"26","5301","LN31S","九重","","314海㊥","2",9:30:00,10:15:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 10:17:14.615,False,False,False,False,False,False,True,True,True,False,"","(VSM32S前"
14417,"31","5301","9-8HS","工ﾖｺ海","出","工ﾖｺ海②","3",17:00:00,18:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 17:04:05.223,False,False,False,False,False,False,True,True,True,False,"",""
14418,"17","5519","ｽｷｯﾄ","927片付け","","","2",9:00:00,9:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 9:21:40.227,False,False,False,False,False,False,True,True,True,False,"",""
14419,"6","5301","9-10HP","M","","Mﾖｺ山","5",13:00:00,13:45:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 16:02:55.024,False,False,False,False,False,False,True,True,True,False,"(25-13.9)","入6/11"
14420,"37","5301","LN32P","S4","","230","1",14:00:00,15:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 15:00:30.006,False,False,False,False,False,False,True,True,True,False,"(7.9-11.6)H×2",""
14421,"2","5301","8-1P(SL)","J棟","","518仮","2",15:30:00,16:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 14:47:24.256,False,False,False,False,False,False,True,True,True,False,"(18.7m)H×2","(PS相積予定"
14422,"13","5519","SF1","202(本館)","","927","1",7:30:00,8:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 7:39:42.586,False,False,False,False,False,False,True,True,True,False,"(TOP山)",""
14423,"46","5199","GFP-6AP","230","","205前","2",7:15:00,8:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 7:12:36.543,False,False,False,False,False,False,True,True,True,False,"",""
14424,"47","5199","6-3DLBP","230","","205㊥","2",6:30:00,7:15:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 6:49:44.618,False,False,False,False,False,False,True,True,True,False,"",""
14425,"48","5519","VSM32P","230","","324","1",7:00:00,7:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 7:05:50.039,False,False,False,False,False,False,True,True,True,False,"","(海寄せ"
14426,"49","5519","GSU32PS","314海前","","204(2条)","1",6:30:00,7:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 6:39:00.835,False,False,False,False,False,False,True,True,True,False,"",""
14427,"50","5301","9-6HS","Jﾖｺ②","","Mﾖｺ山","5",13:45:00,14:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 14:48:24.327,False,False,False,False,False,False,True,True,True,False,"",""
14428,"51","5199","1W-12TP","Jﾖｺ②","","556前","4",8:45:00,9:30:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 9:38:11.141,False,False,False,False,False,False,True,True,True,False,"",""
14429,"52","5199","6L-16LPS(STR)","E棟","","202(本館)","1",8:00:00,9:00:00,2024/05/21,2024/05/20 11:33:13.293,2024/05/21 8:46:17.532,False,False,False,False,False,False,True,True,True,False,"(25.5m)H×2",""
14430,"53","5199","6M-18LPS(LOW側)","E棟","","九東","4",16:00:00,17:00:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 17:02:49.533,False,False,False,False,False,False,True,True,True,False,"(14.4m)H×2",""
14431,"54","5199","G6M-8S","P10","","Lﾖｺ","5",7:30:00,8:15:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 7:39:48.043,False,False,False,False,False,False,True,True,True,False,"","(ﾗｯﾊﾟ山"
14432,"55","5519","VSM32S","P5","","314海奥","3",9:00:00,9:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 9:43:50.327,False,False,False,False,False,False,True,True,True,False,"","(山寄せ"
14433,"56","5199","G6ML-1S","P9","","204(本館)","1",9:00:00,9:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 9:19:26.251,False,False,False,False,False,False,True,True,True,False,"",""
14434,"57","5199","G1-10S","P2","方向替え","P10","4",9:30:00,10:45:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 10:44:30.753,False,False,False,False,False,False,True,True,True,False,"",""
14435,"58","5301","2-6HP","Mﾖｺ山","","556奥","4",8:00:00,8:45:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 8:57:17.962,False,False,False,False,False,False,True,True,True,False,"",""
14436,"59","5199","GFP-6AS","Mﾖｺ山","","P2","3",10:15:00,11:00:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 10:43:38.772,False,False,False,False,False,False,True,True,True,False,"",""
14437,"60","5199","G8-12P","P4","","P5","2",10:15:00,11:00:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 10:50:56.631,False,False,False,False,False,False,True,True,True,False,"",""
14438,"61","5519","GSU32PS","204(2条)","","P4","5",10:45:00,11:15:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 11:41:10.146,False,False,False,False,False,False,True,True,True,False,"",""
14439,"62","5519","GN5C","P7","","P9(海寄せ","4",10:45:00,11:15:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 11:33:25.055,False,False,False,False,False,False,True,True,True,False,"",""
14440,"63","5199","6-3DLBS","314山前","","314海前","4",11:15:00,12:00:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 16:19:30.662,False,False,False,False,False,False,True,True,True,False,"","(LN31S前"
14441,"64","5519","VN32C","314山","","P7","3",13:00:00,13:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 13:40:54.423,False,False,False,False,False,False,True,True,True,False,"",""
14442,"65","5519","GCD8P","P8","","927山","4",13:00:00,13:45:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 14:01:11.709,False,False,False,False,False,False,True,True,True,False,"","(F-山)"
14443,"66","5199","G6MU-1P","P3","","P8","2",13:00:00,13:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 13:32:19.044,False,False,False,False,False,False,True,True,True,False,"",""
14444,"67","5519","CS32","518","","P3","4",13:45:00,14:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 14:29:33.203,False,False,False,False,False,False,True,True,True,False,"",""
14445,"68","5519","G1-10P","Lﾖｺ","","550通","5",6:30:00,7:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 6:58:43.928,False,False,False,False,False,False,True,True,True,False,"",""
14446,"69","5199","GAP-3P","316奥","","825","2",11:00:00,12:00:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 12:04:02.900,False,False,False,False,False,False,True,True,True,False,"(F-山)",""
14447,"70","5199","6L-12STP","556海","","825仮","5",8:15:00,8:45:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 7:37:35.508,False,False,False,False,False,False,True,True,True,False,"",""
14448,"71","5199","G6L-1FS","Jﾖｺ②(S","","九重","3",16:00:00,16:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14449,"72","5199","FP-4FHPS","九重","","211","4",17:00:00,17:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14450,"73","5199","GFP-6C","209(山","","九東","4",17:00:00,17:30:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/20 15:44:03.837,False,False,False,False,False,False,False,False,False,True,"",""
14451,"74","5199","6M-12LP","工ﾖｺ海","","4山","4",17:00:00,17:45:00,2024/05/21,2024/05/20 15:44:03.837,2024/05/21 17:21:10.108,False,False,False,False,False,False,True,True,True,False,"",""
14452,"34","5301","5-95P","E棟","","318前","3",14:00:00,15:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 15:03:17.476,False,False,False,False,False,False,True,True,True,False,"(19.9-8.5)",""
14453,"26","5199","6L-2LP","4山","","927山","5",16:15:00,17:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 17:22:03.958,False,False,False,False,False,False,True,True,True,False,"",""
14454,"6","None","nan","","","","2",12:00:00,13:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 7:22:35.163,False,False,False,False,False,False,False,False,False,True,"",""
14455,"7","None","nan","","","","3",12:00:00,13:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 7:22:35.163,False,False,False,False,False,False,False,False,False,True,"",""
14456,"8","None","nan","","","","4",12:00:00,13:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 7:22:35.163,False,False,False,False,False,False,False,False,False,True,"",""
14457,"9","None","nan","","","","5",12:00:00,13:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 7:22:35.163,False,False,False,False,False,False,False,False,False,True,"",""
14458,"12","5519","800H･H鋼","927片付け","","","3",6:30:00,7:30:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 7:22:35.163,False,False,False,False,False,False,True,True,True,False,"",""
14459,"13","5519","GS2S","230","","927海","3",9:30:00,10:15:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 10:24:57.323,False,False,False,False,False,False,True,True,True,False,"(走行)",""
14460,"32","5199","GFP-6AP","205前","出","205㊥","4",8:00:00,9:00:00,2024/05/22,2024/05/21 15:54:51.999,2024/05/22 8:39:43.283,False,False,False,False,False,False,True,True,True,False,"",""
